"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
7.6,0.31,0.52,13.2,0.042,61,136.8,0.99839,2.98,0.47,9.1,59.3421615774013
7.2,0.34,0.28,10.4,0.108,43,104.7,0.99738,2.96,0.57,9.4,46.0941076679291
7,0.36,0.25,5.7,0.015,14,35.3,0.98963,2.82,0.59,13.2,51.651410095801
6.4,0.31,0.28,2.5,0.039,34,81.7,0.98946,3.22,0.38,12.7,54.8775816288599
7.3,0.28,0.35,1.6,0.054,31,76.8,0.99178,3.18,0.47,10.7,44.1677378325142
7.4,0.16,0.3,1.4,0.064,34,84.6,0.99136,3.11,0.42,11.4333333333333,55.0440094567935
6.4,0.31,0.27,7.4,0.049,48,112.9,0.99323,3.27,0.45,11.1,57.1985505313443
6.4,0.31,0.28,2.5,0.039,34,81.7,0.98946,3.22,0.38,12.7,54.8775816288599
6.2,0.29,0.29,5.6,0.046,35,87.8,0.99313,3.25,0.51,10.5333333333333,44.8818407381086
5.9,0.28,0.34,3.6,0.04,50,119.4,0.9912,3.31,0.52,11.6,57.4977606750194
6.5,0.23,0.2,7.5,0.05,44,105.9,0.99504,3.18,0.48,9.53333333333333,46.4286075934257
7.2,0.34,0.2,5.8,0.062,52,124.3,0.99461,3.17,0.44,9.8,57.7405653028843
7.3,0.28,0.35,1.6,0.054,31,76.8,0.99178,3.18,0.47,10.7,44.1677378325142
6.5,0.2,0.33,1.5,0.039,36,83,0.99008,3.22,0.65,12,55.336417427052
6.2,0.24,0.27,2.9,0.039,30,72.3,0.98959,3.12,0.37,12.8,54.3388950028266
7.1,0.31,0.25,11.2,0.048,32,77.6,0.99663,3.14,0.4,9.5,44.4682603648267
6.4,0.29,0.21,9.65,0.041,36,83.9,0.99334,2.99,0.34,10.9333333333333,55.3336732065926
6.3,0.19,0.33,10.1,0.063,63,139.3,0.99561,2.86,0.41,9.1,49.5089364827356
5.9,0.29,0.28,3.2,0.035,16,43.7,0.98959,3.26,0.42,12.6,52.0635254684777
7.1,0.31,0.25,11.2,0.048,32,77.6,0.99663,3.14,0.4,9.5,44.4682603648267
6.5,0.3,0.28,11.45,0.041,29,68.9,0.99418,2.98,0.3,10.9,54.2368052070849
6.4,0.29,0.21,9.65,0.041,36,83.9,0.99334,2.99,0.34,10.9333333333333,55.3336732065926
6.5,0.22,0.19,4.5,0.096,16,43.5,0.9937,3.02,0.44,9.6,41.8777631286403
7,0.23,0.28,2.7,0.053,16,41.2,0.99372,3.18,0.56,9.3,41.8770452044777
7.1,0.23,0.23,3.5,0.038,23,57.2,0.99157,3.05,0.37,11.3666666666667,53.2439825189841
6.1,0.26,0.28,1.7,0.043,24,57.8,0.98918,3.14,0.44,12.5,53.3312790438555
6.4,0.35,0.21,2.1,0.051,46,109.1,0.9932,3.16,0.5,9.5,46.4647345050713
6,0.32,0.32,4.8,0.041,40,98.6,0.99235,3.22,0.54,11,55.8595196193434
6.1,0.34,0.21,5,0.042,17,47.3,0.99373,3.02,0.53,9.4,41.9090293415776
6.5,0.13,0.27,2.6,0.035,32,71.6,0.9914,3.21,0.76,11.3333333333333,54.8261471348447
6.5,0.315,0.2,6.6,0.041,9,30.6,0.99494,2.94,0.51,8.8,40.6941644942334
6.1,0.34,0.21,5,0.042,17,47.3,0.99373,3.02,0.53,9.4,41.9090293415776
5.7,0.31,0.29,7.3,0.05,33,80.3,0.99332,3.31,0.5,11.0666666666667,54.8133726877547
6.4,0.3,0.27,5,0.058,27,69.1,0.99198,3.22,0.49,12.2,53.8127970650374
7,0.24,0.26,1.7,0.041,31,73,0.99142,3.2,0.53,11,54.4837190792774
6.5,0.13,0.27,2.6,0.035,32,71.6,0.9914,3.21,0.76,11.3333333333333,54.8261471348447
6.4,0.26,0.21,8.2,0.05,51,120.2,0.99542,3.23,0.48,9.5,47.5180608085434
6.4,0.26,0.21,8.2,0.05,51,120.2,0.99542,3.23,0.48,9.5,47.5180608085434
6,0.27,0.31,5,0.043,54,125,0.9924,3.28,0.52,11,58.1705366257466
7.1,0.21,0.33,1.2,0.039,34,77.7,0.99112,3.11,0.75,11.2,54.9842239608617
6.7,0.26,0.29,7.1,0.036,28,66,0.99534,3.08,0.36,9.3,54.0685418441703
6.3,0.28,0.22,9.5,0.04,30,71.1,0.99338,3.05,0.31,10.8,33.9145935003804
6.2,0.25,0.44,15.8,0.057,39,94.7,0.99804,3.14,0.51,9.2,45.7474568219755
7.3,0.22,0.37,15.5,0.048,70,160.3,0.99899,3.25,0.77,9.4,50.7402761330216
6.2,0.25,0.44,15.8,0.057,39,94.7,0.99804,3.14,0.51,9.2,45.7474568219755
6.4,0.18,0.28,17.05,0.047,53,119.9,0.99724,3.25,0.35,10.5,58.3676888759716
6.3,0.2,0.26,12.7,0.046,60,134.3,0.99526,3.26,0.35,10.8,59.3715314757903
6.6,0.24,0.22,12.3,0.051,35,84.6,0.99676,3.1,0.67,9.4,45.062625212202
7.4,0.27,0.26,11.8,0.053,55,127.3,0.99699,3.11,0.6,9.8,48.1908876315597
7.4,0.27,0.26,11.8,0.053,55,127.3,0.99699,3.11,0.6,9.8,48.1908876315597
7.4,0.27,0.26,11.8,0.053,55,127.3,0.99699,3.11,0.6,9.8,48.1908876315597
6.6,0.24,0.22,12.3,0.051,35,84.6,0.99676,3.1,0.67,9.4,45.062625212202
7.4,0.27,0.26,11.8,0.053,55,127.3,0.99699,3.11,0.6,9.8,48.1908876315597
7.1,0.38,0.29,13.6,0.041,30,73.7,0.99461,3.02,0.96,12.1,54.3248746748247
6.8,0.43,0.26,5.2,0.043,40,97.6,0.99116,3.17,0.41,12.3,55.7001040578713
5.2,0.22,0.46,6.2,0.066,41,100.7,0.99362,3.19,0.42,9.73333333333333,45.9251728261107
5.9,0.29,0.16,7.9,0.044,48,115.7,0.99512,3.21,0.36,9.4,46.9939391985084
5.9,0.29,0.16,7.9,0.044,48,115.7,0.99512,3.21,0.36,9.4,46.9939391985084
6.3,0.29,0.29,3.3,0.037,32,78,0.9895,3.17,0.36,12.8,64.8408432392651
6.3,0.19,0.32,2.8,0.046,18,44,0.99043,2.92,0.47,11.05,52.4697095468521
5.7,0.29,0.16,7.9,0.044,48,115.7,0.99512,3.21,0.36,9.4,46.9939391985084
6.3,0.29,0.29,3.3,0.037,32,78,0.9895,3.17,0.36,12.8,64.8408432392651
5.7,0.24,0.47,6.3,0.069,35,88.2,0.99391,3.11,0.46,9.73333333333333,44.9308214869574
5.8,0.3,0.38,4.9,0.039,22,52.6,0.98963,3.23,0.58,13.1,63.2695127928861
7.1,0.27,0.27,10.4,0.041,26,63.4,0.99335,3.04,0.52,11.5,64.0327091301509
5.8,0.3,0.38,4.9,0.039,22,52.6,0.98963,3.23,0.58,13.1,63.2695127928861
7.1,0.27,0.27,10.4,0.041,26,63.4,0.99335,3.04,0.52,11.5,64.0327091301509
6.3,0.305,0.22,16,0.061,26,66.1,0.99824,3.08,0.5,9.1,43.5966278844849
5.7,0.24,0.47,6.3,0.069,35,88.2,0.99391,3.11,0.46,9.75,44.9308214869574
6.2,0.22,0.28,2.2,0.04,24,60.5,0.9917,3.19,0.48,10.5,53.407610641289
6.6,0.22,0.23,17.3,0.047,37,85.8,0.99906,3.08,0.46,8.8,55.7479405714367
6.6,0.22,0.23,17.3,0.047,37,85.8,0.99906,3.08,0.46,8.8,55.7479405714367
6.6,0.22,0.23,17.3,0.047,37,85.8,0.99906,3.08,0.46,8.8,55.7479405714367
6.6,0.22,0.23,17.3,0.047,37,85.8,0.99906,3.08,0.46,8.8,55.7479405714367
6.2,0.22,0.28,2.2,0.04,24,60.5,0.9917,3.19,0.48,10.5,53.407610641289
6.2,0.22,0.28,2.2,0.04,24,60.5,0.9917,3.19,0.48,10.5,53.407610641289
6.6,0.22,0.23,17.3,0.047,37,85.8,0.99906,3.08,0.46,8.8,55.7479405714367
6.1,0.22,0.5,6.6,0.045,30,72.2,0.99415,3.22,0.49,9.9,54.4420358236495
6.2,0.21,0.52,6.5,0.047,28,68.3,0.99418,3.22,0.49,9.9,54.1346108368849
6.3,0.32,0.26,12.3,0.044,24,68.5,0.99611,3.11,0.58,9.9,43.2005330899342
6.9,0.44,0.27,5,0.038,33,82.6,0.99124,3.2,0.42,12.2,54.5747388752734
6.1,0.31,0.34,2.8,0.042,59.5,135.2,0.99179,3.27,0.47,10.8,58.944044927367
8.1,0.36,0.59,13.6,0.051,60,133.4,0.99886,2.96,0.39,8.7,48.8652727336916
6.6,0.38,0.28,2.8,0.043,17,40.7,0.98924,3.21,0.47,13.2,52.0716053815006
6.7,0.24,0.26,5.4,0.03,15,39.4,0.99045,3.15,0.38,12.7,52.0100054204781
6.9,0.56,0.26,10.9,0.06,55,129.3,0.9969,3.21,0.44,9.4,47.7571307442581
7.2,0.24,0.24,1.7,0.045,18,52.1,0.99196,3.25,0.53,11.2,52.418692712917
6.5,0.29,0.3,9.15,0.051,25,66.6,0.99339,3.24,0.56,11.3333333333333,53.5953640187561
6.7,0.28,0.28,4.5,0.051,14,37.2,0.99224,3.36,0.58,11.9,51.7857014124829
6.5,0.29,0.3,9.15,0.051,25,66.6,0.99339,3.24,0.56,11.35,53.5953640187561
6.1,0.21,0.19,1.4,0.046,51,115.1,0.99184,3.22,0.39,10.5,47.4630376886219
7.2,0.47,0.16,5.9,0.048,14,40.5,0.99428,3.09,0.49,9.8,41.2642725376768
6.7,0.34,0.31,16.4,0.051,20,54.6,0.99834,3.06,0.54,9.1,42.6010042053817
6.6,0.27,0.25,1.2,0.033,36,83.1,0.98918,3.16,0.37,12.4,55.2269571309208
6.7,0.34,0.31,16.4,0.051,20,54.6,0.99834,3.06,0.54,9.1,42.6010042053817
7.2,0.47,0.16,5.9,0.048,14,40.5,0.99428,3.09,0.49,9.8,41.2642725376768
5,0.35,0.25,7.8,0.031,24,59.6,0.99241,3.39,0.4,11.3,53.3564801332268
5,0.35,0.25,7.8,0.031,24,59.6,0.99241,3.39,0.4,11.3,53.3564801332268
4.4,0.46,0.1,2.8,0.024,31,73.1,0.98816,3.48,0.34,13.1,54.233270346333
6.6,0.38,0.29,2.9,0.035,15,40.1,0.98916,3.04,0.37,12.5,51.7397600709542
7.3,0.3,0.25,2.5,0.045,32,76.2,0.99329,3.18,0.54,10.3,44.3234254992977
6.4,0.28,0.22,12.8,0.039,51,117,0.99535,3.23,0.43,10.7,57.8264238261674
6.9,0.29,0.25,12.2,0.04,29,71.6,0.99552,3.05,0.65,10.4,54.2757645391222
6.3,0.3,0.19,7.7,0.049,47,112.4,0.99514,3.22,0.48,9.5,46.8133876376501
6.3,0.39,0.22,2.8,0.048,53,123.3,0.99304,3.24,0.45,9.8,47.5454026284456
6.6,0.38,0.29,2.9,0.035,15,40.1,0.98916,3.04,0.37,12.5,51.7397600709542
6.6,0.18,0.26,17.3,0.051,17,48.9,0.9984,3,0.43,9.4,52.6103174871566
6,0.28,0.29,19.3,0.051,36,89.4,0.99911,3.14,0.5,9,45.3006923537407
6,0.28,0.29,19.3,0.051,36,89.4,0.99911,3.14,0.5,9,45.3006923537407
6,0.28,0.29,19.3,0.051,36,89.4,0.99911,3.14,0.5,9,45.3006923537407
6.6,0.35,0.26,2.7,0.045,19,50.9,0.98952,3.24,0.48,13,62.6764713161722
5.9,0.22,0.18,6.4,0.041,28,68,0.99403,3.27,0.5,9.9,43.8939079696763
6.6,0.18,0.26,17.3,0.051,17,48.9,0.9984,3,0.43,9.4,52.6103174871566
7.7,0.28,0.24,2.4,0.044,29,73.7,0.99312,3.27,0.56,10.6,54.1273046178678
7.1,0.42,0.2,2.8,0.038,28,66.9,0.98968,3.23,0.47,13.4,53.7713920746723
6.7,0.32,0.32,1.7,0.031,31,73.4,0.98946,3.12,0.35,12.5,54.3627381709834
6.6,0.26,0.56,15.4,0.053,32,78.1,0.9981,3.11,0.49,9.3,44.6077793304918
6.6,0.26,0.56,15.4,0.053,32,78.1,0.9981,3.11,0.49,9.3,44.6077793304918
6.2,0.32,0.24,4.1,0.051,34,82.9,0.99306,3.36,0.52,11,44.6612303592729
6.3,0.25,0.27,6.6,0.054,40,95.8,0.99378,3.2,0.48,10.3,45.7437113738669
6.2,0.21,0.24,1.2,0.051,31,71.5,0.99036,3.24,0.57,11.3,54.5162534567475
6.4,0.23,0.27,2.1,0.042,35,80,0.99094,3.03,0.63,10.9,55.1206548610226
4.7,0.145,0.29,1,0.042,35,79,0.9908,3.76,0.49,11.3,55.3134032605091
6.2,0.2,0.28,1.1,0.039,24,55.8,0.9899,3.36,0.47,12.1,53.4374593449421
7,0.28,0.28,1.4,0.039,12,32.3,0.99173,3.18,0.65,11.1,41.1524875112391
7.1,0.36,0.2,1.6,0.271,24,62,0.99356,3.11,0.63,9.8,42.7771822193704
5.7,0.25,0.22,9.8,0.049,50,112.5,0.99571,3.2,0.45,10.1,57.6429090019312
5.7,0.22,0.33,1.9,0.036,37,85,0.98945,3.26,0.58,12.4,55.4810413210262
6,0.2,0.38,1.3,0.034,37,84.4,0.98865,3.11,0.52,12.7,55.4806409723639
6.4,0.32,0.26,7.9,0.05,53,124,0.99514,3.14,0.5,9.6,47.7307174715692
6.4,0.32,0.26,7.9,0.05,53,124,0.99514,3.14,0.5,9.6,47.7307174715692
6,0.555,0.26,4.5,0.053,17,46.6,0.9943,3.24,0.46,9.1,41.6034219874622
5.9,0.22,0.45,22.6,0.12,55,122.2,0.99636,3.1,0.35,12.8,48.4177113140831
6.4,0.32,0.26,7.9,0.05,53,124,0.99514,3.14,0.5,9.6,47.7307174715692
6.2,0.3,0.33,3.5,0.037,37,89.5,0.98987,3.18,0.37,12.4,55.3841587661255
5.8,0.28,0.18,1.2,0.058,7,24.8,0.99288,3.23,0.58,9.55,30.1058433064449
5.8,0.555,0.26,4.5,0.053,17,46.6,0.9943,3.24,0.46,9.1,41.6034219874622
6.7,0.31,0.33,2,0.033,12,31.4,0.99064,3.29,0.65,12.5,51.3788163491968
6.4,0.15,0.25,7.8,0.05,13,32.8,0.99394,3.16,0.4,9.9,51.8564450281023
6.4,0.13,0.28,0.9,0.045,32,72.7,0.99175,3.47,0.52,11.2,54.8183357753407
6.7,0.48,0.49,2.9,0.03,28,68.2,0.98926,3.13,0.4,13,53.672700508376
6.7,0.48,0.49,2.9,0.03,28,68.2,0.98926,3.13,0.4,13,53.672700508376
5.8,0.3,0.33,3.5,0.033,25,61.6,0.99057,3.2,0.44,11.7,53.4798261863734
6.1,0.28,0.23,4.2,0.038,13,35.5,0.98898,2.97,0.7,13.1,51.5830688877338
6,0.19,0.37,9.7,0.032,17,39,0.9932,3.08,0.66,12,52.4712341049342
6.8,0.31,0.25,10.5,0.043,30,76.5,0.9972,3.36,0.55,10.55,54.4092124492494
7.5,0.24,0.29,1.1,0.046,34,76.4,0.9902,3.04,0.39,11.45,54.9257188374513
6.8,0.23,0.39,16.1,0.053,71,161.4,0.9988,3.18,0.64,10.2,61.1256121378444
7.5,0.24,0.29,1.1,0.046,34,76.4,0.9902,3.04,0.39,11.45,54.9257188374513
6.3,0.29,0.3,8.1,0.212,60,135,0.9958,3.1,0.4,9.3,48.7713837286916
6.8,0.2,0.25,6.2,0.052,22,54.6,0.9935,3.09,0.54,10.8,42.9329699155158
5.2,0.38,0.26,7.7,0.053,20,50.3,0.9925,3.27,0.45,12.2,52.6435187746558
7.8,0.27,0.33,2.4,0.053,36,89.5,0.992,3.2,0.55,11,55.2389069405628
6.6,0.54,0.21,16.3,0.055,41,100.2,0.9986,3.35,0.54,10.4,55.9256456743374
7.1,0.25,0.31,2.3,0.05,32,79.6,0.9914,3.14,0.51,11.4,54.624847705394
5.8,0.61,0.01,8.4,0.041,31,72.4,0.9909,3.26,0.72,14.05,64.3258882819552
6.5,0.32,0.23,8.5,0.051,20,53.8,0.9943,3.03,0.42,10.7,42.4770645803405
6.4,0.28,0.23,6,0.051,50,116.2,0.994,3.15,0.52,10.2,47.2765784558499
6.6,0.19,0.28,1.1,0.044,38,86,0.9904,3.22,0.69,11.2,55.6591770253061
5.1,0.305,0.13,1.75,0.036,17,41.3,0.99,3.4,0.51,12.3333333333333,41.950824982374
5.8,0.26,0.3,2.6,0.034,75,162.9,0.9902,3.2,0.38,11.5,40.9939475433893
6.7,0.23,0.17,1.3,0.061,14,38,0.9925,3.07,0.55,9.5,41.5151050012867
6.8,0.33,0.3,2.1,0.047,35,84.7,0.9886,3.24,0.56,13.4,54.9961756054252
6.1,0.27,0.32,1.1,0.034,24,59,0.9898,3.36,0.4,12.5,53.3378335028572
6.1,0.27,0.32,1.1,0.034,24,59,0.9898,3.36,0.4,12.5,53.3378335028572
6.8,0.4,0.29,2.8,0.044,27,63.7,0.9904,3.12,0.42,11.2,53.6217172261789
6.1,0.4,0.18,9,0.051,28.5,82.9,0.9964,3.19,0.5,8.8,43.7431677149207
7.1,0.28,0.26,2.8,0.039,50,111.8,0.9908,3.06,0.59,11.2,57.4540688790875
6.2,0.32,0.32,2.2,0.036,15,37,0.9899,3.16,0.48,12.7,51.8274956250491
6.8,0.17,0.17,5.1,0.049,26,60.2,0.993,3,0.38,9.8,53.8270277098846
9,0.2,0.33,3.5,0.049,10,24,0.9944,3.14,0.36,9.8,51.220166290224
5.8,0.13,0.22,12.7,0.058,24,66.3,0.9956,3.32,0.42,11.7,53.7446528023767
5.8,0.31,0.31,7.5,0.052,55,133,0.9949,3.19,0.46,9.8,48.0596135501304
6.3,0.36,0.2,2,0.048,48,115.1,0.9929,3.17,0.51,9.6,46.7700593407452
9,0.2,0.33,3.5,0.049,10,24,0.9944,3.14,0.36,9.8,51.220166290224
6.7,0.18,0.25,14.3,0.048,79,172.9,0.9975,3.12,0.37,9.7,52.1945733604228
6.6,0.16,0.25,9.8,0.049,59.5,132.7,0.995,3.16,0.38,10,59.2806792883328
5.8,0.13,0.22,12.7,0.058,24,66.3,0.9956,3.32,0.42,11.7,53.7446528023767
5.8,0.27,0.22,12.7,0.058,42,104.6,0.9946,3.32,0.38,12.3,56.4044828892446
6.8,0.17,0.17,5.1,0.049,26,60.2,0.993,3,0.38,9.8,53.8270277098846
6.4,0.37,0.19,3.5,0.068,18,46.1,0.9934,3.03,0.38,9,52.2207349029177
7.3,0.26,0.53,12.7,0.047,60.5,137.45,0.9984,3.06,0.45,9.1,59.3321977888326
7.3,0.28,0.54,12.9,0.049,62,140.25,0.9984,3.06,0.45,9.1,59.5438597550031
7.3,0.28,0.54,12.9,0.049,62,140.25,0.9984,3.06,0.45,9.1,59.5438597550031
5.8,0.12,0.21,1.3,0.056,35,82.1,0.9908,3.32,0.33,11.4,55.2932196756239
6.1,0.25,0.18,10.5,0.049,41,94.4,0.9963,3.14,0.35,10.5,45.9755949706836
6.4,0.24,0.27,1.5,0.04,35,80.5,0.98914,3.13,0.3,12.4,55.1083051379715
7.3,0.26,0.53,12.7,0.047,60.5,136.6,0.9984,3.06,0.45,9.1,59.3321977888326
7.3,0.28,0.54,12.9,0.049,62,139.2,0.9984,3.06,0.45,9.1,59.5438597550031
8.3,0.18,0.37,1.2,0.049,6,21.4,0.9937,3.18,0.52,10.1,40.3309497381245
7.1,0.09,0.3,6.2,0.032,24,61.4,0.993,2.99,0.39,10.9,53.6547855861218
8.3,0.14,0.36,8.8,0.026,13,32,0.9956,3.13,0.35,11.05,41.6592401368048
5.8,0.28,0.3,3.9,0.026,36,82.5,0.98963,3.26,0.58,12.75,55.2802422226963
6,0.23,0.34,1.3,0.025,23,57.1,0.98961,3.36,0.37,12.7,53.246957727348
6.9,0.28,0.37,9.1,0.037,16,39.6,0.9948,3.05,0.54,11.1,41.9198615097602
6.9,0.28,0.37,9.1,0.037,16,39.6,0.9948,3.05,0.54,11.1,41.9198615097602
5.8,0.28,0.3,3.9,0.026,36,82.5,0.98963,3.26,0.58,12.75,55.2802422226963
6.3,0.25,0.53,1.8,0.021,41,92.1,0.989315,3.19,0.31,13,56.0695381551034
6.5,0.2,0.31,2.1,0.033,32,73.5,0.989435,2.96,0.61,12,54.6840001441214
5.9,0.29,0.32,1.4,0.022,17,38.7,0.9899,3.35,0.35,11.5,52.20768322112
6.4,0.46,0.22,14.7,0.047,51,120.3,0.998275,3.39,0.6,10.5,47.3717774243058
6.9,0.28,0.37,9.1,0.037,16,39.6,0.9948,3.05,0.54,11.1,41.9198615097602
6.8,0.23,0.33,1.9,0.047,20,50.1,0.9914,3.1,0.46,11.1,52.7335530880852
7,0.23,0.32,1.8,0.048,25,61.3,0.9915,3.11,0.47,11.1,53.5280608734902
6.4,0.55,0.26,9.6,0.027,20,50.4,0.9924,3.22,0.73,13.1,52.4437228044179
5.7,0.28,0.3,3.9,0.026,36,82.5,0.98963,3.26,0.58,12.75,55.2802422226963
6,0.23,0.34,1.3,0.025,23,57.1,0.98961,3.36,0.37,12.7,53.246957727348
6.8,0.45,0.3,11.8,0.094,23,55.7,0.997,3.09,0.44,9.6,42.8029324555842
6.1,0.2,0.4,1.9,0.028,32,77.8,0.9914,3.26,0.72,11.7,44.4768164165999
6.1,0.37,0.46,12,0.042,61,143,0.997,3.17,0.59,9.7,59.2562140006974
5.9,0.21,0.23,7.9,0.033,22,57,0.9944,3.38,0.59,10.9,53.2425294838762
6.9,0.22,0.32,9.3,0.04,22,55,0.9958,3.34,0.54,10.7,63.4848036429414
5.4,0.27,0.22,4.6,0.022,29,68.7,0.98889,3.33,0.54,13.8,54.2075015351625
6,0.26,0.26,2.2,0.035,10,27.2,0.989465,3.11,0.48,12.15,51.115355136884
5.6,0.18,0.3,10.2,0.028,28,69.1,0.9954,3.49,0.42,10.8,64.5427723172214
5.6,0.26,0.27,10.6,0.03,27,65.9,0.9947,3.4,0.34,10.7,64.2624902124423
7,0.23,0.35,1.4,0.036,31,73.3,0.9912,3.16,0.48,10.8,64.7312209744608
5.8,0.28,0.66,9.1,0.039,26,67.9,0.9965,3.66,0.55,10.8,43.5787402595587
8.6,0.36,0.26,11.1,0.03,43.5,104.1,0.9948,3.03,0.49,12,46.2223578791363
5.8,0.28,0.66,9.1,0.039,26,67.9,0.9965,3.66,0.55,10.8,43.5787402595587
6.4,0.3,0.27,4.4,0.055,17,47.5,0.9925,3.23,0.44,12.2,52.2133104788494
6.2,0.2,0.32,2.8,0.05,17,46.6,0.9936,3.18,0.55,9.4,52.3251626096631
5.8,0.29,0.15,1.1,0.029,12,32.3,0.9898,3.3,0.4,11.4,51.398789889981
5.7,0.22,0.28,1.3,0.027,26,62.1,0.98948,3.35,0.38,12.5,63.9795745857474
5.6,0.22,0.32,1.2,0.024,29,67.7,0.98823,3.2,0.46,13.05,64.4378486325279
6.8,0.32,0.23,3.3,0.026,31,71.9,0.9896,3.1,0.4,12.4,54.3963957485089
6.2,0.2,0.26,9.7,0.03,39,88.2,0.9908,3.08,0.56,12.9,66.203375068119
6.1,0.35,0.24,2.3,0.034,25,63.3,0.9906,3.34,0.59,12,63.6442157238765
5.9,0.3,0.29,1.1,0.036,23,51.6,0.9904,3.19,0.38,11.3,42.8711673771863
6.3,0.15,0.34,11.4,0.05,25,59.6,0.99754,3.21,0.49,10,53.839207351739
4.8,0.13,0.32,1.2,0.042,40,89.8,0.9898,3.42,0.64,11.8,66.3342260982931
6,0.2,0.26,14.7,0.045,53,118.5,0.998365,2.99,0.69,9.4,58.2632776894843
5.7,0.2,0.24,13.8,0.047,44,99.2,0.99837,2.97,0.66,8.8,56.8103652887512
6,0.27,0.26,1.3,0.038,32,77.8,0.99125,3.46,0.43,11.1,54.6255352785309
6.3,0.37,0.51,6.3,0.048,35,84.6,0.9943,3.1,1.01,10.5,54.9955860035322
6.4,0.23,0.37,7.9,0.05,60,135,0.99488,2.86,0.49,9.3,59.1812783023309
5.9,0.34,0.25,2,0.042,12,35,0.99034,3.02,0.54,11.4,51.2970115454414
5,0.33,0.23,11.8,0.03,23,61.8,0.99322,3.41,0.64,11.8,53.306744535598
5.4,0.29,0.38,1.2,0.029,31,75.2,0.98895,3.28,0.36,12.4,54.416868424517
8,0.33,0.35,10,0.035,22,54.8,0.99457,3.12,0.36,11.6,53.0712567895185
6.4,0.3,0.33,5.2,0.05,30,73.7,0.99304,3.26,0.58,11.1,44.0614089824227
5.4,0.29,0.38,1.2,0.029,31,75.2,0.98895,3.28,0.36,12.4,54.416868424517
6.4,0.33,0.3,7.2,0.041,42,100.8,0.99331,3.22,0.49,11.1,56.2095439717081
7,0.33,0.78,9.9,0.042,21,67.1,0.99435,3.01,0.55,11,52.8823782102465
6.7,0.45,0.3,5.3,0.036,27,70.5,0.99122,3.12,0.46,12.2,53.6019549618346
6.5,0.36,0.31,13.55,0.053,20,51.3,0.99544,3.2,0.56,11,52.775009081499
5.8,0.42,0.3,2.2,0.035,26,64.9,0.989,3.32,0.47,12.9,53.4527022061154
7.1,0.39,0.3,9.9,0.037,29,70.4,0.99414,3.07,0.42,10.9,54.0890953536555
6.7,0.53,0.29,4.3,0.069,20,51.4,0.99014,3.22,0.59,13.4,52.3410078099269
6.7,0.66,0,13,0.033,32,71.5,0.99551,3.15,0.5,10.7,54.2503777101867
6.5,0.36,0.31,13.55,0.053,20,51.3,0.99544,3.2,0.56,11,52.775009081499
6.5,0.16,0.33,1,0.027,23,53.5,0.9908,3.3,0.39,11.4,63.5768769097958
8.3,0.22,0.34,1.1,0.043,20,51.6,0.9927,3,0.47,10.2,52.7231568117503
6.9,0.23,0.35,6.9,0.03,45,101.6,0.99244,2.8,0.54,11,56.782342452203
6.4,0.17,0.34,13.4,0.044,45,103.9,0.99752,3.06,0.43,9.1,57.0167637708337
5,0.33,0.18,4.6,0.032,40,92.4,0.99114,3.18,0.4,11,55.8455680619486
6.8,0.38,0.29,9.9,0.037,40,94.6,0.99326,3.11,0.37,11.5,55.8593644264385
6.5,0.29,0.32,3,0.036,38,85.3,0.9906,3.16,0.59,12,55.5468031763293
6.9,0.29,0.32,5.8,0.04,16,43.2,0.993,3.04,0.58,11.2,41.8397988874561
6.6,0.28,0.3,12.9,0.033,31,79.7,0.99479,3.12,0.39,11.2,54.6345789703771
6.2,0.36,0.27,3.2,0.032,13,33.3,0.98942,2.9,0.69,12.6,61.6837156609801
6,0.615,0.04,0.8,0.032,8,21,0.99036,3.14,0.4,11,29.7780832110347
5.9,0.44,0.36,2.5,0.03,12,31.3,0.99201,3.22,0.48,10.8,51.1912244695667
5.9,0.42,0.36,2.4,0.034,19,45.7,0.99184,3.25,0.48,10.9,42.0914078488115
5.8,0.34,0.21,7.2,0.041,48,110.6,0.99441,3.16,0.49,9.8,46.9023471715649
5.8,0.27,0.2,7.3,0.04,42,98.5,0.99442,3.15,0.48,9.8,46.0514510385343
7.1,0.33,0.18,6.3,0.094,27,70.6,0.99474,2.9,0.49,9.5,43.4887807436398
6.1,0.44,0.28,4.25,0.032,43,99.2,0.9916,3.26,0.47,11.2666666666667,66.4051459498811
7.3,0.28,0.37,1.2,0.039,26,61.9,0.99198,3.01,0.62,10.8,43.3536725554559
5.2,0.5,0.18,2,0.036,23,58.9,0.98949,3.36,0.77,13.4,63.1032915260149
6.1,0.44,0.28,4.25,0.032,43,99.2,0.9916,3.26,0.47,11.3,66.4051459498811
6.4,0.62,0.12,4.7,0.06,33,85.6,0.99556,3.22,0.48,8.9,44.0540124146235
6.4,0.38,0.19,4.5,0.038,36,83.9,0.99151,3.07,0.42,11.2,55.1159811938994
7.5,0.305,0.38,1.4,0.047,30,69.5,0.99158,3.22,0.52,11.5,64.4613873267593
6.5,0.5,0.22,4.1,0.036,35,83.1,0.9902,3.26,0.55,13,65.0399343807863
6.6,0.4,0.3,5.3,0.038,20,52.5,0.99204,3.36,0.73,12.6,52.5892449028725
